	lncRNA
1221	RP11-61J19.5
1222	RP11-61J19.8
1223	RP11-338C15.5
1224	LINC02773
1225	FLVCR1-DT
1226	RP11-348H3.8
1227	RP11-554K11.2
1228	RP11-323I1.1
1229	PROX1-AS1
1230	LINC00538
1231	RP11-478J18.2
1232	LINC02775
1233	RP11-176D17.3
1234	RP11-323K10.2
1235	RP11-199H2.2
1236	RP5-1111A8.3
1237	USH2A-AS2
1238	USH2A-AS1
1239	SPATA17-AS1
1240	LINC00210
1241	RP11-152L7.1
1242	LINC01653
1243	RP11-152L7.3
1244	TGFB2-AS1
1245	TGFB2-OT1
1246	LINC02869
1247	LINC01710
1248	LYPLAL1-DT
1249	RP11-135J2.3
1250	RP11-392O17.2
1251	RP11-392O17.3
1252	LYPLAL1-AS1
1253	RP11-95P13.2
1254	RP11-302I18.3
1255	RP11-410C4.5
1256	LINC02779
1257	RNU6ATAC35P
1258	RP11-295M18.6
1259	LINC01352
1260	HLX-AS1
1261	LINC02817
1262	RP11-103C3.1
1263	RP11-103C3.4
1264	RP11-103C3.3
1265	LINC01655
1266	LINC02257
1267	LINC02474
1268	LINC01705
1269	RP11-400N13.1
1270	RP11-358H9.1
1271	RP11-378J18.9
1272	TAF1A-AS1
1273	RP11-378J18.8
1274	RP11-452F19.4
1275	XXyac-YM960E7.1
1276	RP11-239E10.2
1277	RP11-239E10.3
1278	RP11-504P24.9
1279	RP11-365O16.3
1280	RP11-365O16.6
1281	CNIH3-AS2
1282	RP11-3L21.3
1283	CNIH3-AS1
1284	LINC02813
1285	RP11-449J1.2
1286	LINC02765
1287	RP11-496N12.9
1288	RP11-145A3.1
1289	RP11-145A3.2
1290	RP11-285F7.2
1291	RP4-559A3.6
1292	H3-3A-DT
1293	LINC01703
1294	ACBD3-AS1
1295	RP11-118H4.4
1296	ITPKB-IT1
1297	ITPKB-AS1
1298	RP11-450B15.1
1299	RP5-1087E8.3
1300	RP5-1087E8.5
1301	RP11-1B20.1
1302	RP11-211A18.3
1303	LINC01641
1304	RP11-275O4.7
1305	SNAP47-AS1
1306	RP3-451C13.1
1307	LINC02809
1308	RP5-881P19.8
1309	RP11-520H14.7
1310	IBA57-DT
1311	OBSCN-AS1
1312	RP5-1139B12.2
1313	RP5-1139B12.4
1314	RP5-1139B12.5
1315	RP11-245P10.9
1316	RP11-245P10.6
1317	RP11-245P10.8
1318	RP11-245P10.4
1319	RP5-915N17.11
1320	LINC02815
1321	LINC02814
1322	RP5-1061H20.5
1323	TMEM78
1324	RP5-1061H20.4
1325	RP4-803J11.2
1326	RP5-1068B5.5
1327	RP4-613A2.1
1328	LINC01682
1329	LINC01736
1330	RP5-956O18.2
1331	RP5-956O18.3
1332	RP4-553F17.1
1333	LINC01737
1334	RP11-99J16__A.2
1335	RP5-858B6.1
1336	RP5-858B6.3
1337	RP5-858B6.4
1338	RP5-858B6.5
1339	TRIM67-AS1
1340	RP11-295G20.2
1341	LINC00582
1342	DISC2
1343	DISC1-IT1
1344	RP5-865N13.2
1345	RP5-865N13.1
1346	LINC01745
1347	LINC01744
1348	RP4-659I19.4
1349	RP11-528D17.1
1350	RP5-895L2.1
1351	RP11-301G21.2
1352	RP11-488L4.2
1353	RP4-799P18.2
1354	RP4-799P18.4
1355	SLC35F3-AS1
1356	RP5-827C21.2
1357	RP5-827C21.6
1358	COA6-AS1
1359	LINC01354
1360	RP5-855F14.3
1361	RP5-855F14.4
1362	RP5-855F14.2
1363	RP4-781K5.2
1364	LINC00184
1365	RP4-781K5.9
1366	RP4-781K5.4
1367	RP4-781K5.5
1368	RP4-781K5.6
1369	RP4-781K5.7
1370	LINC01132
1371	PP2672
1372	RP11-400F1.2
1373	RP11-443B7.2
1374	RP11-443B7.1
1375	RP11-443B7.3
1376	LINC01348
1377	RP4-597N16.4
1378	RP11-517I24.6
1379	LYST-AS1
1380	RP5-940F7.2
1381	LINC02768
1382	RP4-764D2.2
1383	LGALS8-AS1
1384	RP11-385F5.5
1385	RP11-385F5.4
1386	RP11-182B22.7
1387	RP11-193H5.1
1388	RP11-136B18.2
1389	LINC01139
1390	RP11-177F15.1
1391	RP11-362H12.2
1392	RP11-544D21.3
1393	RP11-544D21.2
1394	CHRM3-AS2
1395	CHRM3-AS1
1396	RP11-35L17.3
1397	RP11-35L17.6
1398	RP11-567G24.3
1399	RP11-177F11.1
1400	RP11-467I20.2
1401	RP11-467I20.6
1402	RP11-80B9.4
1403	RP11-80B9.1
1404	RP11-527D7.4
1405	RP11-527D7.1
1406	RP11-527D7.3
1407	RP1-317G22.4
1408	RP11-553N16.6
1409	RP11-561I11.4
1410	RP11-561I11.3
1411	RP11-261C10.1
1412	RP11-261C10.5
1413	RP11-261C10.4
1414	RP11-269F20.1
1415	RP11-370K11.1
1416	AKT3-IT1
1417	LINC02774
1418	RP11-278H7.5
1419	RP11-278H7.4
1420	RP11-278H7.6
1421	RP11-278H7.3
1422	RP11-469G10.1
1423	RP11-518L10.5
1424	RP11-173A6.3
1425	RP11-11N7.6
1426	RP11-11N7.4
1427	RP11-156E8.1
1428	KIF26B-AS1
1429	RP11-522M21.2
1430	RP11-522M21.3
1431	RP11-83A16.1
1432	SMYD3-AS1
1433	SMYD3-IT1
1434	LINC01743
1435	RP11-1086F11.1
1436	RP11-439E19.9
1437	RP11-439E19.7
1438	RP11-439E19.10
1439	LINC01341
1440	RP11-107G24.4
1441	C1orf229
1442	RP11-488L18.10
1443	RP11-488L18.8
1444	RP11-433K2.8
1445	RP11-433K2.9
1446	RP11-978I15.10
1447	RP11-634B7.4
1448	RP11-407H12.8
1449	RP11-438F14.3
1450	AL672294.1
1451	AC079779.7
1452	AC079779.4
1453	AC079779.5
1454	RP11-356M6.1
1455	LINC01865
1456	AC105393.1
1457	AC105393.2
1458	LINC01874
1459	RP11-625N16.1
1460	LINC01875
1461	AC093326.3
1462	TMEM18-DT
1463	RP11-455F15.1
1464	AC092159.3
1465	AC116609.1
1466	LINC01115
1467	AC116609.3
1468	AC116609.2
1469	LINC01939
1470	AC113607.3
1471	SNTG2-AS1
1472	AC114808.3
1473	AC114808.2
1474	AC108462.1
1475	AC141930.2
1476	AC144450.1
1477	AC141930.3
1478	AC144450.2
1479	RP11-755H23.1
1480	AC093390.1
1481	MYT1L-AS1
1482	AC018685.1
1483	RP11-455M16.1
1484	AC011995.1
1485	AC018685.2
1486	AC011995.3
1487	LINC01250
1488	AC019118.3
1489	AC019118.4
1490	EIPR1-IT1
1491	TRAPPC12-AS1
1492	RP11-1293J14.1
1493	AC142528.1
1494	AC108488.4
1495	RNASEH1-AS1
1496	RP13-512J5.2
1497	AC010907.2
1498	AC010907.5
1499	LINC01304
1500	AC012445.1
1501	LINC01249
1502	AC107057.1
1503	LINC01248
1504	AC108025.2
1505	AC010729.1
1506	AC010729.2
1507	LINC01810
1508	SILC1
1509	AC017053.1
1510	LINC01247
1511	LINC01824
1512	MIR7515HG
1513	RP11-485O17.2
1514	LINC00487
1515	NRIR
1516	RP11-439M11.1
1517	GRASLND
1518	AC019048.1
1519	RP11-557L19.1
1520	AC013460.1
1521	RP11-16D24.1
1522	AC092580.3
1523	LINC01871
1524	AC007463.2
1525	LINC00298
1526	RP11-244L12.1
1527	LINC00299
1528	U91324.1
1529	LINC01814
1530	RP11-217D23.1
1531	AC011747.6
1532	ID2-AS1
1533	RP11-734K21.2
1534	RP11-734K21.5
1535	RP11-734K21.3
1536	RP11-734K21.4
1537	RP11-400L8.2
1538	RP11-214N9.1
1539	RP11-521D12.1
1540	RP11-521D12.2
1541	RP11-521D12.5
1542	RP11-95D17.1
1543	RP11-95D17.3
1544	AC010969.1
1545	RP11-254F7.1
1546	RP11-254F7.2
1547	RP11-254F7.3
1548	AC104794.4
1549	RP11-83M8.1
1550	ODC1-DT
1551	AC092687.5
1552	RN7SL832P
1553	AC092687.3
1554	RP11-791G15.2
1555	LINC01954
1556	AC092687.4
1557	AC062028.1
1558	AC099344.2
1559	LINC00570
1560	AC099344.3
1561	RP11-427E2.1
1562	RP11-494G9.1
1563	AC106875.1
1564	AC012456.3
1565	AC012456.4
1566	MIR3681HG
1567	AC096559.2
1568	RP11-333O1.2
1569	RP11-333O1.1
1570	AC064875.2
1571	RP11-115H11.1
1572	AC092635.1
1573	LINC00276
1574	AC016730.1
1575	AC011897.2
1576	RP11-314E10.1
1577	AC068286.1
1578	AC008278.2
1579	AC008278.3
1580	LINC01804
1581	AC113608.1
1582	MYCNOS
1583	MYCNUT
1584	AC010145.4
1585	GACAT3
1586	AC142119.1
1587	AC010745.1
1588	AC010745.2
1589	AC010745.3
1590	RP11-549D18.1
1591	AC010745.4
1592	AC010880.1
1593	AC104623.2
1594	RP11-542H15.1
1595	AC008069.1
1596	LINC01866
1597	RP11-111J6.4
1598	RP11-111J6.3
1599	RP11-111J6.2
1600	AC106053.1
1601	RP11-599B8.1
1602	LINC01376
1603	AC010096.1
1604	LINC01808
1605	AC019055.1
1606	LINC00954
1607	TTC32-DT
1608	AC079145.4
1609	LAPTM4A-DT
1610	AC098828.2
1611	AC023137.2
1612	AC012065.4
1613	RP11-130L8.2
1614	HS1BP3-IT1
1615	RP11-130L8.1
1616	LINC02850
1617	RP11-116D2.1
1618	AC010872.1
1619	RP11-83B6.1
1620	AC067959.1
1621	AC011752.1
1622	AC009411.2
1623	AC009411.1
1624	LINC01822
1625	LINC01830
1626	LINC01884
1627	AC016768.1
1628	AC012506.1
1629	AC012506.2
1630	AC012506.3
1631	AC012506.4
1632	AC011239.1
1633	AC011239.2
1634	RP11-557N21.1
1635	AC008073.7
1636	AC008073.9
1637	AC009228.1
1638	RP11-306N14.1
1639	RP11-443B20.1
1640	DNAJC27-AS1
1641	RP11-284O8.1
1642	LINC01381
1643	ARNILA
1644	DTNB-AS1
1645	RP11-499P9.1
1646	AC015977.6
1647	AC013472.4
1648	MAPRE3-AS1
1649	AGBL5-AS1
1650	RP11-503P10.1
1651	AGBL5-IT1
1652	RP11-195B17.1
1653	GTF3C2-AS1
1654	AC074117.10
1655	RP11-158I13.2
1656	LINC01460
1657	AC093690.1
1658	FLJ31356
1659	RP11-373D23.2
1660	RP11-373D23.3
1661	AC104695.4
1662	AC074011.2
1663	AC097724.3
1664	RP11-713D19.1
1665	AC105398.3
1666	RP11-328L16.1
1667	AC016907.4
1668	AC106870.1
1669	AC106870.2
1670	AC016907.3
1671	RP11-776F5.1
1672	LINC01936
1673	RP11-182E7.1
1674	RP11-523J2.1
1675	RP11-62F14.1
1676	AC009305.1
1677	AL133247.2
1678	LINC01946
1679	RP11-1057B6.1
1680	CTC-336P14.1
1681	SLC30A6-DT
1682	AL133245.2
1683	BIRC6-AS1
1684	AL133243.1
1685	AL133243.2
1686	AL133243.3
1687	AL133243.4
1688	LINC00486
1689	RP11-558B7.1
1690	RASGRP3-AS1
1691	RP11-816B18.1
1692	LINC01320
1693	LINC01318
1694	RP11-257N21.1
1695	RP11-529E15.1
1696	AC073218.3
1697	AC012593.1
1698	AC019064.1
1699	AC012593.2
1700	CRIM1-DT
1701	RP11-78I14.1
1702	RP11-288C18.1
1703	RP11-423P10.2
1704	AC007391.2
1705	RP11-429J10.1
1706	RP11-1173K8.1
1707	AC006369.2
1708	AC006369.3
1709	LINC00211
1710	RMDN2-AS1
1711	CYP1B1-AS1
1712	RP11-314C9.1
1713	AC009229.6
1714	RP11-314C9.2
1715	AC009229.5
1716	LINC02613
1717	RP11-382L24.1
1718	LINC01883
1719	AC011247.3
1720	AC074366.3
1721	AC018693.6
1722	RP11-173C1.1
1723	SOS1-IT1
1724	RP11-449G16.1
1725	MAP4K3-DT
1726	SLC8A1-AS1
1727	RP11-206M19.1
1728	RP11-414K7.1
1729	RP11-414K7.2
1730	LINC01794
1731	RP11-459K11.1
1732	LINC01913
1733	LINC01914
1734	C2orf91
1735	AC013480.2
1736	EML4-AS1
1737	AC016735.1
1738	LINC01819
1739	LINC02590
1740	LINC02580
1741	RP11-339H12.1
1742	RP11-339H12.2
1743	LINC01126
1744	AC010883.5
1745	RP11-808E20.1
1746	PPM1B-DT
1747	LINC01833
1748	RP11-89K21.2
1749	SIX3-AS1
1750	AC012354.6
1751	AC093702.1
1752	LINC01121
1753	AC009236.2
1754	RP11-421J10.2
1755	RP11-421J10.1
1756	PRKCE-AS1
1757	AC017006.2
1758	AC017006.3
1759	LINC01820
1760	LINC02583
1761	AC018682.8
1762	RP11-417F21.2
1763	RHOQ-AS1
1764	RP11-536C12.1
1765	LINC01118
1766	LINC01119
1767	AC016722.3
1768	AC016722.4
1769	RP11-15I20.1
1770	AC093732.1
1771	AC073283.7
1772	EPCAM-DT
1773	AC106869.2
1774	MSH2-OT1
1775	AC079807.2
1776	AC079807.4
1777	PPP1R21-DT
1778	RP11-460M2.1
1779	RP11-152D8.1
1780	RP11-443F4.1
1781	RP11-737H13.1
1782	RP11-358H12.1
1783	RP11-391D19.1
1784	AC007682.1
1785	RP11-545K2.1
1786	RP11-389K20.1
1787	LINC01867
1788	AC139712.4
1789	AC010967.2
1790	AC010967.3
1791	RP11-477N3.1
1792	SPTBN1-AS1
1793	AC092839.4
1794	AC093110.3
1795	EML6-AS1
1796	RP11-30C22.1
1797	AC012358.7
1798	AC012358.8
1799	PPP4R3B-DT
1800	RP11-481J13.1
1801	MIR217HG
1802	LINC01813
1803	RP11-482H16.1
1804	AC007743.1
1805	RP11-111G13.1
1806	RP11-103P16.1
1807	RP11-334G22.1
1808	LINC01795
1809	LINC01122
1810	RP11-179A20.1
1811	LINC01793
1812	RP11-444A22.1
1813	AC007131.2
1814	AC007179.1
1815	RP11-462D13.1
1816	RP11-444A22.2
1817	MIR4432HG
1818	RP11-158I21.1
1819	AC009970.1
1820	LINC01185
1821	RP11-373L24.1
1822	RP11-493E12.3
1823	AC016747.3
1824	RP11-493E12.1
1825	RP11-493E12.2
1826	USP34-DT
1827	RP11-355B11.3
1828	AC107081.5
1829	RP11-681L4.4
1830	AC018462.2
1831	AC093159.1
1832	AC092155.4
1833	CTD-2010B19.1
1834	AC007098.1
1835	AC009501.4
1836	RP11-261A24.1
1837	RP11-391A7.1
1838	AC012368.1
1839	AC074289.1
1840	LINC00309
1841	AC114752.1
1842	AC114752.3
1843	LGALSL-DT
1844	LINC01805
1845	RP11-568N6.1
1846	LINC02579
1847	AC007365.3
1848	RP11-323F11.1
1849	LINC01800
1850	LINC02245
1851	LINC02576
1852	AC012370.2
1853	AC074391.1
1854	AC012370.3
1855	AC007389.3
1856	RP11-418H16.1
1857	RP11-340F16.2
1858	AC118345.1
1859	AC092669.6
1860	LINC01873
1861	MEIS1-AS3
1862	MEIS1-AS2
1863	LINC01798
1864	LINC01797
1865	LINC01799
1866	LINC01628
1867	AC007403.3
1868	LINC01828
1869	LINC01829
1870	AC023115.4
1871	LINC02831
1872	AC010987.5
1873	RP11-553M15.1
1874	LINC01812
1875	RP11-474G23.2
1876	RP11-474G23.3
1877	AC015969.3
1878	LINC01890
1879	LINC01888
1880	RP11-790N8.1
1881	AC092431.3
1882	PCBP1-AS1
1883	AC016700.2
1884	LINC01816
1885	AC022201.5
1886	AC022201.4
1887	TGFA-IT1
1888	RP11-436H22.2
1889	AC007395.3
1890	LINC01143
1891	ATP6V1B1-AS1
1892	AC007040.6
1893	AC007040.8
1894	RP11-467P9.1
1895	RP11-467P9.2
1896	RP11-236P2.2
1897	RP11-466M21.1
1898	RP11-44N22.3
1899	RP11-79N18.1
1900	RP11-582H21.2
1901	ALMS1-IT1
1902	RP11-582H21.1
1903	RP11-434P11.2
1904	RP11-434P11.1
1905	RP11-51I5.3
1906	RP11-51I5.2
1907	DGUOK-AS1
1908	AC073046.25
1909	RP11-711M9.2
1910	RP11-287D1.4
1911	BOLA3-AS1
1912	RP11-287D1.5
1913	RP11-287D1.2
1914	DCTN1-AS1
1915	RP11-523H20.6
1916	RP11-523H20.7
1917	RP11-523H20.3
1918	LBX2-AS1
1919	RP11-372J12.1
1920	RP11-372J12.2
1921	HK2-DT
1922	LINC01291
1923	AC104135.2
1924	LINC01293
1925	RP11-355F16.1
1926	AC007099.2
1927	EVA1A-AS
1928	RP11-342K6.1
1929	RP11-342K6.2
1930	RP11-342K6.3
1931	RP11-342K6.5
1932	RP11-342K6.4
1933	RP11-335E8.3
1934	RP11-320L2.1
1935	RP11-335E8.2
1936	RP11-580J2.3
1937	RP11-580J2.2
1938	RP11-580J2.1
1939	RP11-122D13.1
1940	LRRTM4-AS1
1941	RP11-469G18.1
1942	AC084149.2
1943	AC084149.1
1944	LINC01851
1945	AC012494.1
1946	AC092660.1
1947	RP11-514N8.1
1948	AC011754.1
1949	RP11-546P22.1
1950	CTNNA2-AS1
1951	AC016716.2
1952	AC008067.2
1953	AC084193.1
1954	LINC01815
1955	AC079896.1
1956	AC010105.1
1957	RP11-92A1.1
1958	LINC01809
1959	AC106874.1
1960	RP11-617F9.2
1961	LINC01964
1962	TCF7L1-IT1
1963	RP11-717A5.2
1964	RP11-717A5.3
1965	PARTICL
1966	AC105053.3
1967	ST3GAL5-AS1
1968	RP11-548P2.2
1969	RP11-548P2.4
1970	RP11-301O19.1
1971	AC015971.2
1972	ANAPC1P2
1973	RP11-431O23.1
1974	LINC01955
1975	RP11-153P14.1
1976	LINC01943
1977	CYTOR
1978	RP13-511M20.1
1979	RP11-1399P15.1
1980	RP11-1378G18.2
1981	AC104134.2
1982	EIF2AK3-DT
1983	AC096579.15
1984	CH17-132F21.5
1985	RP11-575H3.1
1986	RP11-165D20.2
1987	AC103563.8
1988	AC103563.9
1989	RP11-708D7.1
1990	RP11-440D17.3
1991	RP11-440D17.4
1992	AC008268.1
1993	LINC00342
1994	AC012307.2
1995	STARD7-AS1
1996	AC021188.4
1997	RP11-363D14.1
1998	CNNM3-DT
1999	RP11-353K11.2
2000	RP11-499E14.1
2001	RP11-734K23.9
2002	AC159540.3
2003	AC159540.1
2004	AC159540.2
2005	RP11-542D13.1
2006	AC092675.3
2007	AC092675.4
2008	LINC02611
2009	RP11-527J8.1
2010	AC092667.2
2011	LINC01104
2012	LINC01849
2013	RP11-480J15.1
2014	LINC01868
2015	AC092168.4
2016	RP11-784K9.1
2017	AC092168.2
2018	NPAS2-AS1
2019	AC016738.4
2020	TBC1D8-AS1
2021	LINC01870
2022	RP11-714E5.1
2023	RP11-714E5.2
2024	LINC01127
2025	RP11-4B12.1
2026	IL1R1-AS1
2027	AC007278.2
2028	AC007278.3
2029	LINC01796
2030	LINC01935
2031	AC108051.2
2032	AC073987.1
2033	RP11-437E9.1
2034	AC013727.1
2035	AC013727.2
2036	LINC01965
2037	AC096554.1
2038	AC068535.2
2039	LINC01831
2040	RP11-120M14.1
2041	LINC01102
2042	LINC01103
2043	AC013402.4
2044	AC013402.3
2045	AC018730.4
2046	AC013402.5
2047	AC068057.1
2048	CTD-2015C24.1
2049	LINC01114
2050	PANTR1
2051	RP11-13J10.1
2052	LINC01159
2053	RP11-350B7.1
2054	MRPS9-AS2
2055	MRPS9-AS1
2056	LINC01918
2057	RP11-332H14.1
2058	AC012360.4
2059	C2orf49-DT
2060	AC012360.6
2061	RP11-315L16.1
2062	RP11-315L16.2
2063	AC009505.2
2064	AC009505.4
2065	AC018878.3
2066	RP11-448J14.1
2067	AC108868.5
2068	ST6GAL2-IT1
2069	AC016994.2
2070	RP11-519H15.1
2071	LINC01789
2072	AC096669.1
2073	LINC01885
2074	LINC01886
2075	RP11-534J18.1
2076	GACAT1
2077	RGPD4-AS1
2078	LINC01593
2079	LINC01594
2080	GCC2-AS1
2081	LIMS1-AS1
2082	SH3RF3-AS1
2083	AC011753.5
2084	RP11-506F3.1
2085	AC013271.5
2086	LINC01123
2087	RP11-1223D19.3
2088	LINC01106
2089	RP13-1039J1.4
2090	RP13-1039J1.3
2091	AC123886.2
2092	AC114776.3
2093	MIR4435-2HG
2094	ACOXL-AS1
2095	AC108463.1
2096	RP11-181E10.3
2097	AC068491.2
2098	RP11-803D5.4
2099	RP11-803D5.5
2100	RP11-68E19.2
2101	SOCAR
2102	AC017002.4
2103	RP11-592G13.2
2104	RP11-592G13.1
2105	RP11-399B17.1
2106	RP11-399B17.2
2107	AC012442.5
2108	AC012442.6
2109	AC079922.3
2110	RP11-67L14.2
2111	RP11-67L14.1
2112	AC016683.5
2113	PAX8-AS1
2114	AC016745.3
2115	RP11-480C16.1
2116	LINC01961
2117	PGM5P4-AS1
2118	FAM138B
2119	RP11-395L14.19
2120	RP11-395L14.18
2121	AC017074.1
2122	AC017074.2
2123	AC024704.2
2124	AC104653.1
2125	RP11-141B14.1
2126	RP11-141B14.2
2127	LINC01191
2128	AC110769.3
2129	RP11-475I16.1
2130	AC010982.2
2131	DPP10-AS3
2132	DPP10-AS2
2133	RP11-725F23.1
2134	DPP10-AS1
2135	RP11-327J6.1
2136	RP11-264N11.1
2137	AC009312.1
2138	AC009404.2
2139	AC009303.1
2140	RP11-98C1.2
2141	AC009303.2
2142	THORLNC
2143	LINC01956
2144	RP11-77A13.1
2145	STEAP3-AS1
2146	SCTR-AS1
2147	AC012363.4
2148	AC012363.13
2149	LINC01101
2150	AC073257.2
2151	AC073257.1
2152	AC018866.1
2153	RP11-297J22.1
2154	AC067960.1
2155	AC079988.3
2156	CLASP1-AS1
2157	NIFK-AS1
2158	RP11-416H1.2
2159	LINC01823
2160	RP11-640F22.1
2161	RP11-202H24.1
2162	AC062020.2
2163	LINC01826
2164	RP11-17O9.1
2165	AC073409.1
2166	RP11-329A6.1
2167	AC079154.1
2168	RP11-56O18.2
2169	RP11-333J2.1
2170	LINC01889
2171	LINC01941
2172	RP11-507H23.1
2173	AC023347.1
2174	RP11-505O20.1
2175	RP11-521O16.1
2176	RP11-521O16.3
2177	RP11-521O16.2
2178	RP11-313N8.1
2179	RP11-314L11.1
2180	MAP3K2-DT
2181	RP11-314L11.2
2182	AC010976.2
2183	RP11-286H15.1
2184	RP11-395A13.2
2185	RP11-395A13.3
2186	AC012451.1
2187	AC068483.1
2188	LINC01854
2189	LINC02572
2190	RP11-315H12.3
2191	LINC01856
2192	RP11-315H12.2
2193	RP11-32C20.1
2194	POTEF-AS1
2195	AC013269.3
2196	AC013269.4
2197	AC140481.4
2198	RP11-1216L17.1
2199	AC140481.8
2200	AC133785.1
2201	RP11-316I2.2
2202	RP11-109E12.9
2203	RP11-109E12.5
2204	LINC01120
2205	RP11-109E12.1
2206	RP11-433A19.3
2207	LINC01087
2208	C2orf27A
2209	AC103564.7
2210	AJ239322.3
2211	AJ239322.1
2212	LINC01945
2213	RP11-215P9.1
2214	AC097532.2
2215	RP11-725P16.2
2216	RP11-725P16.3
2217	AC010974.3
2218	RP11-458A7.1
2219	NCKAP5-AS1
2220	RP11-575M22.1
2221	NCKAP5-AS2
2222	NCKAP5-IT1
2223	AC011243.1
2224	RP11-260E12.1
2225	RP11-683I7.1
2226	CCNT2-AS1
2227	LCT-AS1
2228	DARS1-AS1
2229	AC068492.1
2230	RP11-1193F23.1
2231	LINC01832
2232	AC097721.2
2233	AC114763.1
2234	AC092620.2
2235	RP11-231E19.1
2236	LINC02631
2237	RP11-432O12.1
2238	RP11-197H3.1
2239	AC062021.1
2240	AC016710.1
2241	AC078851.1
2242	LINC01853
2243	AC078882.1
2244	RP11-190J23.1
2245	AC096558.1
2246	AC079584.3
2247	ARHGAP15-AS1
2248	RP11-434H14.1
2249	CTD-2252P21.1
2250	AC079584.2
2251	AC016910.1
2252	RP11-107E5.4
2253	RP11-107E5.3
2254	ZEB2-AS1
2255	RP11-107E5.5
2256	LINC01412
2257	TEX41
2258	AC023128.1
2259	LINC01966
2260	AC064865.1
2261	AC092484.1
2262	RP11-707K3.1
2263	AC079163.1
2264	AC062031.1
2265	RP11-24J11.1
2266	LINC01911
2267	AC062032.1
2268	RP11-279E17.1
2269	AC009480.3
2270	RP11-567F11.1
2271	RP11-567F11.2
2272	KIF5C-AS1
2273	RP11-1415G13.1
2274	RP11-343B21.1
2275	MMADHC-DT
2276	LINC01931
2277	RP11-62P16.1
2278	LINC01818
2279	LINC01817
2280	LINC01920
2281	AC104777.3
2282	AC104777.1
2283	LINC02612
2284	AC023469.2
2285	AC023469.1
2286	AC018731.3
2287	CTD-2021K4.2
2288	AC079790.2
2289	RP11-352J13.1
2290	RP11-173H9.2
2291	RP11-17G11.2
2292	AC011901.2
2293	LINC01850
2294	AC012501.2
2295	AC009227.2
2296	AC009227.3
2297	AC061961.2
2298	AC092625.1
2299	RP11-81F8.1
2300	LINC01876
2301	RP11-605B16.1
2302	LINC01958
2303	RP11-744G10.1
2304	RP11-744G10.2
2305	RP11-374N13.1
2306	AC019186.1
2307	RP11-546J1.1
2308	RP11-1152H14.1
2309	UPP2-IT1
2310	CCDC148-AS1
2311	PKP4-AS1
2312	AC005042.5
2313	RP11-12I17.1
2314	AC008277.1
2315	AC009506.1
2316	AC009961.3
2317	RP11-357L2.2
2318	RP11-813C7.1
2319	LINC02478
2320	RP11-20F18.1
2321	TANK-AS1
2322	AC009299.2
2323	LINC01806
2324	AC009487.4
2325	AC009487.5
2326	RP11-334E15.1
2327	RP11-220I15.1
2328	DPP4-DT
2329	AC008063.3
2330	AC007750.5
2331	KCNH7-AS1
2332	AC092684.1
2333	AC013463.2
2334	RP11-342D6.1
2335	AC009495.2
2336	AC009495.4
2337	AC009495.3
2338	TTC21B-AS1
2339	SCN1A-AS1
2340	XIRP2-AS1
2341	AC074363.1
2342	B3GALT1-AS1
2343	CERS6-AS1
2344	AC007556.3
2345	MYO3B-AS1
2346	AC007277.3
2347	AC007405.4
2348	LINC01124
2349	AC007405.6
2350	AC007405.8
2351	RP11-570C16.1
2352	RP11-306M1.1
2353	DLX2-DT
2354	AC104088.1
2355	RP11-744C22.2
2356	RP11-744C22.1
2357	RP11-227L6.1
2358	AC078883.4
2359	ITGA6-AS1
2360	AC093818.1
2361	RAPGEF4-AS1
2362	MAP3K20-AS1
2363	RP11-796E10.1
2364	RP11-394I13.2
2365	RP11-394I13.3
2366	LINC01960
2367	LINC01305
2368	RP11-572N21.1
2369	AC010894.3
2370	RP11-483E17.1
2371	AC018890.6
2372	AC010894.5
2373	AC096649.2
2374	AC096649.3
2375	AC016751.3
2376	AC016751.2
2377	HOXD-AS2
2378	HAGLR
2379	RP11-387A1.5
2380	HAGLROS
2381	RP11-387A1.6
2382	LINC01117
2383	AC017048.1
2384	AC017048.2
2385	RP11-324L17.1
2386	LINC01116
2387	AC092162.1
2388	RP11-632P5.1
2389	AC073636.1
2390	AC079305.11
2391	AC079305.8
2392	AC079305.10
2393	AC074286.1
2394	RP11-337N6.2
2395	RP11-337N6.1
2396	RP11-337N6.3
2397	AC073834.3
2398	PDE11A-AS1
2399	AC011998.1
2400	CHROMR
2401	TTN-AS1
2402	RP11-65L3.4
2403	RP11-65L3.2
2404	RP11-65L3.3
2405	RP11-171I2.5
2406	RP11-171I2.2
2407	RP11-171I2.4
2408	RP11-171I2.3
2409	RP11-171I2.1
2410	RP11-387P12.1
2411	AC093911.1
2412	AC009478.1
2413	SCHLAP1
2414	RP11-739A13.1
2415	AC104076.3
2416	AC068196.1
2417	LINC01934
2418	AC020595.1
2419	AC013733.3
2420	AC013733.4
2421	RP11-366L5.1
2422	RP11-434M17.1
2423	AC064871.3
2424	RP11-438L19.1
2425	RP11-341N18.1
2426	RP11-315C24.2
2427	AC093639.1
2428	RP11-315C24.1
2429	RP11-78N15.1
2430	RP11-2F5.1
2431	RP11-363K21.1
2432	RP11-175O15.1
2433	FSIP2-AS1
2434	FSIP2-AS2
2435	RP11-335G13.1
2436	LINC01473
2437	RP11-410E4.1
2438	AC017101.10
2439	AC007319.1
2440	LINC01090
2441	AC079613.1
2442	DIRC1
2443	AC133106.2
2444	RP11-270G18.1
2445	OSGEPL1-AS1
